time;ax;ay;az;aT
1,7890;0,1626;-0,0273;-0,1103;0,198
1,7960;0,1703;-0,0121;-0,1058;0,201
1,7990;0,1749;0,0101;-0,1324;0,220
1,8040;0,1559;-0,0201;-0,1385;0,210
1,8090;0,1491;0,0261;-0,1423;0,208
1,8140;0,1125;0,0196;-0,1543;0,192
1,8190;0,0984;0,0499;-0,1520;0,188
1,8250;0,0521;0,0872;-0,1437;0,176
1,8300;0,0537;0,0825;-0,1509;0,180
1,8340;0,0257;0,1161;-0,1664;0,205
1,8390;0,0335;0,0986;-0,1249;0,163
1,8590;0,0246;0,0722;-0,1086;0,133
1,8610;0,0108;0,0594;-0,1033;0,120
1,8620;0,0290;0,0591;-0,0600;0,089
1,8620;0,0619;0,0471;-0,0017;0,078
1,8800;0,0408;0,0544;0,1059;0,126
1,8800;0,0532;0,0524;0,2162;0,229
1,8810;0,0688;0,0561;0,2805;0,294
1,8810;0,0937;0,1009;0,3040;0,334
1,8890;0,1077;0,0676;0,3701;0,391
1,8900;0,1410;0,0388;0,3823;0,409
1,8950;0,1758;-0,0140;0,3826;0,421
1,8990;0,1569;-0,0310;0,3722;0,405
1,9040;0,1477;-0,0517;0,3109;0,348
1,9100;0,0994;-0,0557;0,2952;0,316
1,9150;0,0562;-0,0469;0,2394;0,250
1,9200;0,0443;0,0484;0,1828;0,194
1,9240;0,0577;0,0487;0,1007;0,126
1,9290;0,0254;0,0487;0,0477;0,073
1,9350;0,0568;0,0403;-0,0476;0,084
1,9390;0,0386;0,0353;-0,1100;0,122
1,9460;0,0154;0,0206;-0,1541;0,156
1,9490;-0,0269;0,0191;-0,2026;0,205
1,9550;-0,0375;0,0202;-0,2365;0,240
1,9620;-0,0725;0,0585;-0,2061;0,226
1,9650;-0,0774;0,0277;-0,1748;0,193
1,9700;-0,1277;0,0392;-0,0654;0,149
1,9750;-0,1022;0,0057;-0,0353;0,108
1,9890;-0,1325;0,0070;0,0645;0,148
1,9900;-0,1339;0,0083;0,1197;0,180
1,9900;-0,0750;-0,0130;0,1638;0,181
2,0110;-0,0345;-0,0400;0,1542;0,163
2,0120;-0,0265;-0,0467;0,1709;0,179
2,0120;0,0409;-0,0095;0,1933;0,198
2,0130;0,0976;-0,0474;0,1480;0,184
2,0210;0,1108;-0,0318;0,0663;0,133
2,0210;0,1491;-0,0508;0,0019;0,158
2,0240;0,1117;-0,0210;-0,0738;0,136
2,0290;0,0400;-0,0285;-0,0861;0,099
2,0340;-0,0002;-0,0167;-0,1529;0,154
2,0390;-0,0108;-0,0029;-0,1693;0,170
2,0450;-0,0274;-0,0060;-0,1523;0,155
2,0500;-0,0355;0,0372;-0,2317;0,237
2,0540;-0,0164;-0,0044;-0,2511;0,252
2,0590;0,0022;-0,0208;-0,2359;0,237
2,0660;-0,0265;-0,0476;-0,2364;0,243
2,0700;0,0033;-0,0398;-0,2107;0,214
2,0740;-0,0423;0,0064;-0,2411;0,245
2,0870;-0,0758;-0,0138;-0,2380;0,250
2,0890;-0,0727;-0,0060;-0,1602;0,176
2,0910;-0,0773;-0,0346;-0,1449;0,168
2,1140;-0,0601;-0,0660;-0,1119;0,143
2,1140;-0,0722;-0,0483;-0,1053;0,137
2,1150;-0,0804;-0,0375;-0,0537;0,104
2,1160;-0,1107;-0,0635;-0,0155;0,129
2,1160;-0,1307;-0,0788;0,0675;0,167
2,1190;-0,0904;-0,0372;0,1000;0,140
2,1240;-0,0434;-0,0602;0,0931;0,119
2,1290;-0,0254;-0,0999;0,1100;0,151
2,1340;-0,0192;-0,0482;0,1138;0,125
2,1390;-0,0506;-0,0551;0,0843;0,113
2,1460;-0,0312;-0,0561;0,0894;0,110
2,1490;-0,0373;-0,0369;0,1052;0,118
2,1540;-0,0450;-0,0616;0,1029;0,128
2,1590;-0,0456;-0,0233;0,0781;0,093
2,1650;-0,0419;-0,0103;0,0606;0,074
2,1690;-0,0473;0,0145;0,0516;0,071
2,1750;-0,0558;0,0104;0,1055;0,120
2,1800;-0,0479;0,0111;0,1317;0,141
2,1850;-0,0789;0,0163;0,1221;0,146
2,1900;-0,0618;0,0308;0,1317;0,149
2,2060;-0,0192;0,0426;0,1531;0,160
2,2070;0,0023;0,0518;0,0770;0,093
2,2080;0,0444;0,0656;0,0408;0,089
2,2350;0,0487;0,0806;0,0476;0,105
2,2360;0,0205;0,0514;0,0532;0,077
2,2360;0,0360;0,0356;0,0541;0,074
2,2370;0,0097;0,0366;-0,0152;0,041
2,2370;0,0098;0,0295;-0,0494;0,058
2,2380;0,0005;0,0913;-0,1095;0,143
2,2400;0,0171;0,0850;-0,1478;0,171
2,2490;0,0638;0,0895;-0,1573;0,192
2,2500;0,0574;0,0954;-0,0979;0,148
2,2550;0,0377;0,0940;-0,0200;0,103
2,2600;0,0186;0,0949;0,0382;0,104
2,2660;0,0024;0,0860;0,1173;0,145
2,2700;-0,0217;0,0806;0,1447;0,167
2,2750;-0,0134;0,0489;0,1885;0,195
2,2810;0,0068;0,0563;0,2035;0,211
2,2860;0,0090;0,0492;0,2054;0,211
2,2910;0,0286;0,0466;0,2121;0,219
2,2970;0,0300;0,0309;0,1700;0,175
2,3010;0,0106;0,0495;0,1177;0,128
2,3060;-0,0197;0,0322;0,0327;0,050
2,3150;-0,0634;0,0508;-0,0090;0,082
2,3160;-0,0430;0,0494;-0,0016;0,066
2,3220;-0,0293;0,0529;-0,0240;0,065
2,3260;-0,0360;0,0188;-0,0356;0,054
2,3330;0,0150;0,0279;-0,0518;0,061
2,3360;0,0192;0,0206;-0,0643;0,070
2,3410;0,0672;0,0215;-0,0139;0,072
2,3720;0,0533;-0,0120;-0,0517;0,075
2,3730;0,0755;-0,0099;-0,0606;0,097
2,3740;0,0873;-0,0031;0,0314;0,093
2,3750;0,0185;-0,0191;0,0087;0,028
